id,atom_counts,z_variance
2dm-5266,"{'Na': 2, 'V': 4, 'O': 10}",1.61
2dm-5267,"{'Sn': 1, 'P': 2, 'S': 6}",1.47
2dm-5268,"{'Bi': 1, 'F': 3}",1.49
2dm-5269,"{'Cu': 2, 'Sb': 2, 'S': 4}",1.9
2dm-5270,"{'Cu': 2, 'H': 8, 'I': 4, 'O': 16}",1.79
2dm-5272,"{'Mn': 2, 'P': 4, 'O': 14}",2.31
2dm-5274,"{'Ti': 4, 'O': 8}",2.55
2dm-5275,"{'Mn': 1, 'Co': 3, 'O': 8}",0.78
2dm-5276,"{'Cd': 1, 'In': 1, 'Ga': 1, 'S': 4}",3.51
2dm-5277,"{'Li': 2, 'Bi': 2, 'B': 4, 'O': 10}",2.14
2dm-5279,"{'Eu': 2, 'Br': 2, 'O': 2}",1.8
2dm-5280,"{'Sc': 5, 'C': 1, 'Cl': 8}",1.76
2dm-5282,"{'Ag': 2, 'Au': 4, 'S': 4}",1.81
2dm-5283,"{'Lu': 4, 'H': 12, 'O': 12}",1.41
2dm-5284,"{'Mg': 2, 'Ge': 4, 'W': 2, 'O': 12}",1.43
2dm-5285,"{'Ga': 2, 'H': 6, 'N': 2, 'F': 6}",1.45
2dm-5286,"{'Mn': 2, 'Se': 2}",1.11
2dm-5287,"{'Sr': 3, 'Cr': 2, 'S': 2, 'O': 5}",2.78
2dm-5288,"{'Pd': 2, 'Se': 2, 'O': 6}",1.57
2dm-5289,"{'Sr': 4, 'Fe': 2, 'Cl': 2, 'O': 6}",3.72
2dm-5291,"{'Tl': 2, 'Te': 6, 'Pt': 4}",1.25
2dm-5294,"{'Si': 2, 'Ru': 1}",1.28
2dm-5295,"{'Ba': 2, 'Al': 4, 'Cl': 16}",1.84
2dm-5297,"{'Li': 2, 'Fe': 2, 'F': 8}",1.91
2dm-5298,"{'Gd': 2, 'O': 2, 'F': 2}",1.83
2dm-5299,"{'Pr': 1, 'Ge': 5}",1.34
2dm-5301,"{'Li': 5, 'Ni': 1, 'O': 1, 'F': 5}",3.57
2dm-5303,"{'V': 8, 'O': 18}",1.35
2dm-5304,"{'Na': 2, 'H': 2, 'O': 2}",1.62
2dm-5305,{'Te': 2},0
2dm-5306,"{'Mg': 2, 'V': 4, 'S': 10}",1.35
2dm-5307,"{'Ta': 2, 'Nb': 4, 'Zn': 4, 'O': 16}",2.71
2dm-5308,"{'Nb': 4, 'Ge': 4, 'O': 14}",3.99
2dm-5309,"{'Zn': 2, 'Fe': 4, 'S': 10}",1.54
2dm-5310,"{'Y': 2, 'Bi': 2, 'O': 6}",1.61
2dm-5311,"{'Co': 2, 'C': 4, 'O': 12}",0.84
2dm-5312,"{'Ba': 2, 'Zn': 2, 'F': 8}",2.15
2dm-5313,"{'Nb': 4, 'Zn': 4, 'Cr': 2, 'O': 16}",2.69
2dm-5314,"{'Th': 2, 'Te': 2, 'O': 2}",1.87
2dm-5315,"{'Sn': 2, 'P': 3, 'O': 10}",1.12
2dm-5316,"{'Zn': 2, 'W': 2, 'O': 8}",1.54
2dm-5318,"{'Mn': 2, 'Sb': 4, 'S': 8}",2.57
2dm-5319,"{'Cu': 4, 'Te': 4, 'O': 12}",0.96
2dm-5320,"{'Nb': 4, 'Zn': 4, 'Sb': 2, 'O': 16}",2.9
2dm-5321,"{'Sr': 4, 'Cu': 4, 'Mo': 2, 'O': 14}",3.52
2dm-5323,"{'Sc': 2, 'Cl': 2, 'O': 2}",1.6
2dm-5325,"{'Ce': 2, 'Si': 2, 'I': 2}",2.61
2dm-5327,"{'Na': 2, 'Mg': 2, 'As': 2}",2.42
2dm-5328,"{'Mg': 2, 'Cl': 4}",1.21
2dm-5329,"{'Bi': 4, 'Br': 12}",1.45
2dm-5331,"{'Cu': 1, 'Ag': 1, 'Te': 2}",1.55
2dm-5332,"{'Cr': 2, 'Hg': 2, 'Pb': 4, 'O': 12}",2.19
2dm-5333,"{'Nb': 4, 'Zn': 4, 'Co': 2, 'O': 16}",2.68
2dm-5334,"{'Cr': 2, 'Sb': 2, 'P': 4, 'O': 16}",2.97
2dm-5335,"{'Yb': 1, 'Al': 2, 'Ge': 2}",1.99
2dm-5336,"{'Mn': 3, 'Te': 1, 'O': 8}",0.79
2dm-5337,"{'Li': 2, 'Fe': 2, 'P': 2, 'O': 8}",1.24
2dm-5338,"{'Zn': 2, 'Fe': 3, 'O': 8}",1.01
2dm-5339,"{'Ba': 2, 'Hg': 1}",1.6
2dm-5340,"{'Zn': 2, 'Cr': 4, 'O': 10}",1.07
2dm-5341,"{'Zr': 4, 'Tl': 4, 'F': 20}",1.47
2dm-5342,"{'Pb': 4, 'O': 6}",1.78
2dm-5343,"{'Cr': 3, 'O': 8}",0.83
2dm-5345,"{'Ta': 2, 'C': 1, 'S': 2}",1.93
2dm-5347,"{'Cu': 3, 'Mo': 3, 'O': 12}",0.83
2dm-5348,"{'Ta': 3, 'S': 1, 'Br': 7}",1.35
2dm-5350,"{'V': 1, 'O': 2, 'F': 1}",0.9
2dm-5352,"{'Mn': 1, 'Te': 1, 'O': 4}",0.83
2dm-5353,"{'Mg': 1, 'V': 4, 'O': 10}",1.19
2dm-5354,"{'Gd': 2, 'C': 1, 'Cl': 2}",2.16
2dm-5357,{'C': 8},0.99
2dm-5358,"{'Li': 4, 'Mn': 2, 'F': 12}",1.51
2dm-5359,"{'Te': 3, 'As': 2}",2.52
2dm-5360,"{'Sr': 4, 'Ga': 2, 'Bi': 4, 'O': 14}",2.69
2dm-5361,"{'Nb': 4, 'Te': 4, 'I': 12}",1.88
2dm-5363,"{'Li': 1, 'Cu': 1, 'S': 2}",0.89
2dm-5365,"{'Mn': 1, 'Cu': 2, 'Cl': 4}",1.12
2dm-5366,"{'Ti': 2, 'Ge': 2, 'O': 6}",1.24
2dm-5370,"{'Te': 2, 'Mo': 1}",1.48
2dm-5371,"{'Cd': 1, 'H': 2, 'O': 2}",0.97
2dm-5372,"{'Li': 1, 'Bi': 1, 'P': 4, 'O': 12}",1.36
2dm-5374,"{'Te': 1, 'W': 2, 'O': 8}",1.45
2dm-5375,"{'Zr': 2, 'Ge': 2, 'Te': 2}",2.38
2dm-5377,"{'Cd': 1, 'In': 1, 'Ga': 1, 'S': 4}",3.35
2dm-5378,"{'Na': 1, 'W': 2, 'Br': 6, 'O': 2}",1.35
2dm-5379,"{'Mn': 2, 'F': 6}",0.9
2dm-5382,"{'Na': 4, 'As': 4, 'O': 8}",1.76
2dm-5385,"{'Ba': 4, 'In': 2, 'Br': 2, 'O': 6}",4.02
2dm-5386,"{'H': 4, 'Pb': 8, 'S': 2, 'O': 16}",2.66
2dm-5387,"{'Sc': 4, 'I': 4, 'O': 4}",1.85
2dm-5389,"{'Li': 1, 'Fe': 3, 'O': 6}",1.04
2dm-5390,"{'In': 4, 'S': 4}",0.04
2dm-5395,"{'Ca': 1, 'Sn': 1, 'S': 3}",0.94
2dm-5398,"{'Sb': 4, 'O': 8}",1.16
2dm-5399,"{'Ag': 6, 'Sb': 2, 'S': 6}",2.16
2dm-5401,"{'H': 4, 'I': 4, 'O': 12}",2.41
2dm-5403,"{'Li': 1, 'Fe': 2, 'O': 1, 'F': 5}",0.97
2dm-5407,"{'Ta': 2, 'I': 5}",1.54
2dm-5408,"{'Co': 4, 'Te': 2, 'Cl': 4, 'O': 6}",2.07
2dm-5409,"{'Zn': 4, 'Ge': 8, 'W': 4, 'O': 24}",2.98
2dm-5412,"{'Y': 1, 'V': 1, 'F': 5}",1.11
2dm-5416,"{'Pb': 2, 'W': 2, 'O': 8}",1.66
2dm-5417,"{'Cd': 2, 'Sn': 2, 'O': 6}",1.13
2dm-5421,"{'Li': 2, 'Cu': 2, 'P': 2, 'O': 8}",0.66
2dm-5427,"{'Ca': 2, 'Bi': 4, 'O': 8}",1.55
2dm-5429,"{'Mg': 1, 'Sb': 4, 'O': 8}",1.61
2dm-5430,"{'Mn': 6, 'O': 2, 'F': 12}",0.83
2dm-5431,"{'Sr': 4, 'Co': 2, 'Cu': 4, 'O': 14}",3.38
2dm-5432,"{'Nb': 9, 'Ir': 1, 'Se': 20}",1.37
2dm-5433,"{'Mg': 2, 'W': 2, 'F': 8}",0.68
2dm-5435,"{'Mg': 1, 'Bi': 4, 'O': 8}",1.64
2dm-5436,"{'Cu': 1, 'B': 2, 'C': 8, 'N': 8}",2.39
2dm-5439,"{'Sr': 4, 'V': 2, 'Cu': 4, 'O': 14}",3.41
2dm-5440,"{'Re': 4, 'Hg': 4, 'O': 16}",1.78
2dm-5441,"{'Sr': 4, 'Ga': 2, 'Sb': 4, 'O': 14}",2.74
2dm-5442,"{'Zn': 12, 'S': 12}",10.98
2dm-5443,"{'Mg': 2, 'V': 8, 'O': 18}",1.43
2dm-5444,"{'Bi': 2, 'P': 4, 'O': 14}",1.59
2dm-5447,"{'Na': 2, 'Tm': 2, 'S': 4, 'O': 16}",2.8
2dm-5448,"{'Ca': 2, 'Pb': 2, 'I': 8}",1.5
2dm-5449,"{'V': 8, 'Zn': 2, 'O': 18}",1.41
2dm-5450,"{'As': 8, 'Pb': 8, 'O': 20}",2.2
2dm-5451,"{'Li': 4, 'Cu': 4, 'F': 14}",2.03
2dm-5452,"{'Zn': 2, 'H': 12, 'Se': 4, 'O': 16}",1.79
2dm-5453,"{'V': 4, 'P': 8, 'S': 26}",1.11
2dm-5454,"{'Mg': 4, 'Ti': 4, 'Ge': 8, 'O': 24}",2.88
2dm-5457,"{'Mg': 2, 'V': 4, 'O': 10}",1.22
2dm-5458,"{'Hg': 2, 'Te': 4, 'O': 12}",1.82
2dm-5460,"{'La': 4, 'H': 12, 'O': 12}",1.5
2dm-5461,"{'Re': 12, 'Se': 12, 'Cl': 12}",1.95
2dm-5462,"{'Ba': 2, 'Tl': 2, 'V': 4, 'O': 12}",7.57
2dm-5466,"{'In': 2, 'S': 3}",0.02
2dm-5467,"{'Cu': 1, 'Hg': 1, 'O': 2}",0.21
2dm-5468,"{'Ba': 2, 'Cl': 2, 'O': 6}",3.7
2dm-5469,"{'Ce': 1, 'Si': 5}",1.28
2dm-5471,"{'Ba': 1, 'Ni': 4, 'O': 8}",1.85
2dm-5473,"{'Co': 1, 'Cl': 2, 'O': 8}",1.79
2dm-5474,"{'La': 2, 'Mg': 2, 'I': 10}",1.53
2dm-5475,"{'Mg': 2, 'Si': 1, 'O': 4}",2.1
2dm-5477,"{'Zn': 2, 'Fe': 4, 'O': 10}",1.5
2dm-5478,"{'P': 2, 'Pd': 2, 'S': 2}",0.45
2dm-5479,"{'Li': 2, 'V': 1, 'C': 2, 'O': 6}",1.31
2dm-5480,"{'Er': 1, 'Ag': 1, 'P': 2, 'Se': 6}",1.49
2dm-5481,"{'Ba': 1, 'Sn': 4, 'O': 8}",1.91
2dm-5482,"{'Ti': 1, 'Pb': 1, 'O': 3}",1.19
2dm-5483,"{'H': 10, 'W': 2}",1.01
2dm-5484,"{'Mn': 1, 'Nb': 2, 'S': 4}",3.57
2dm-5485,"{'Fe': 2, 'Se': 2}",0.98
2dm-5486,"{'C': 6, 'N': 2}",0.2
2dm-5487,"{'Fe': 1, 'Ag': 1, 'S': 2}",1.99
2dm-5488,"{'Na': 2, 'Sn': 1, 'O': 6}",0.67
2dm-5489,"{'Sr': 2, 'P': 4, 'H': 8, 'O': 8}",2.23
2dm-5490,"{'Si': 4, 'As': 8}",1.88
2dm-5492,"{'Mn': 1, 'Sb': 1, 'O': 4}",0.81
2dm-5493,"{'Re': 1, 'Ag': 2, 'Cl': 6}",1.2
2dm-5495,"{'Mo': 1, 'O': 3}",1.26
2dm-5498,"{'V': 1, 'C': 2, 'O': 6}",1.04
2dm-5499,"{'Si': 3, 'N': 4}",0
2dm-5500,"{'U': 2, 'Te': 10}",2.7
2dm-5502,{'I': 4},0
2dm-5505,"{'Pu': 1, 'F': 3}",1.45
2dm-5507,"{'As': 2, 'I': 6}",1.49
2dm-5508,"{'Bi': 2, 'C': 1, 'O': 5}",1.68
2dm-5510,"{'Ba': 1, 'Sb': 4, 'O': 8}",1.7
2dm-5511,"{'Cu': 2, 'Si': 2, 'O': 6}",1.6
2dm-5512,"{'Li': 2, 'Cu': 1, 'P': 1}",0.91
2dm-5513,"{'K': 2, 'H': 2, 'C': 2, 'O': 6}",2.24
2dm-5514,"{'In': 2, 'Si': 2, 'Te': 6}",1.58
2dm-5515,"{'Zn': 2, 'Ni': 3, 'O': 8}",0.97
2dm-5516,"{'Ba': 1, 'Sn': 2}",2.58
2dm-5517,"{'Ba': 1, 'Si': 2}",2.4
2dm-5519,"{'In': 1, 'P': 1, 'F': 3}",0.6
2dm-5520,"{'Sc': 2, 'Cl': 2, 'O': 2}",1.7
2dm-5521,"{'Fe': 1, 'Pb': 2, 'C': 6, 'N': 6}",1.74
2dm-5522,{'Br': 4},0
2dm-5523,"{'Fe': 2, 'S': 2}",0.87
2dm-5524,"{'Na': 1, 'Sn': 1, 'N': 1}",1.01
2dm-5525,"{'Mg': 3, 'Ga': 3}",4.11
2dm-5526,"{'Cu': 2, 'W': 2, 'O': 6, 'F': 4}",2.8
2dm-5527,"{'Ca': 2, 'Ga': 2, 'N': 2}",2.12
2dm-5528,"{'Ag': 2, 'Bi': 2, 'O': 4}",1.37
2dm-5529,"{'Sn': 8, 'Pd': 2}",1.23
2dm-5531,"{'Bi': 2, 'Pd': 1}",1.5
2dm-5532,"{'Sr': 2, 'Mn': 2, 'Sn': 2}",1.72
2dm-5533,"{'Yb': 1, 'Bi': 2}",1
2dm-5535,"{'Fe': 2, 'Te': 2}",1.34
2dm-5536,"{'La': 2, 'W': 2, 'Cl': 2, 'O': 8}",2.61
2dm-5537,"{'Li': 2, 'Fe': 2, 'P': 2}",1.37
2dm-5539,"{'Li': 3, 'Co': 1, 'Ni': 2, 'O': 6}",1.74
2dm-5541,"{'V': 2, 'Ag': 2, 'P': 4, 'S': 12}",1.38
2dm-5542,"{'K': 4, 'P': 4, 'Pd': 2}",1.76
2dm-5543,"{'Na': 2, 'Mg': 2, 'Sb': 2}",2.7
2dm-5544,"{'Na': 2, 'Sn': 2, 'O': 2}",1.94
2dm-5545,"{'La': 4, 'I': 10}",1.75
2dm-5546,"{'Cd': 2, 'P': 2, 'Se': 6}",1.48
2dm-5547,"{'Ba': 2, 'Tl': 2, 'Cu': 2, 'O': 8}",4.88
2dm-5548,"{'Sn': 2, 'Cl': 2, 'F': 2}",0.98
2dm-5549,"{'Nb': 2, 'Co': 1, 'S': 4}",3.44
2dm-5550,"{'Np': 2, 'Te': 6}",3.55
2dm-5551,"{'V': 1, 'Pb': 1, 'O': 3}",1.2
2dm-5552,"{'Sc': 1, 'Sn': 3}",0
2dm-5554,"{'K': 4, 'As': 4, 'Pd': 2}",1.78
2dm-5555,"{'Ba': 2, 'Mn': 2, 'Tl': 1, 'O': 7}",3.79
2dm-5556,"{'Ba': 1, 'Bi': 4, 'O': 8}",1.81
2dm-5557,"{'Li': 1, 'Mg': 6, 'C': 1}",1.18
2dm-5558,"{'Ce': 1, 'Mg': 2}",2.41
2dm-5559,"{'Cu': 1, 'Au': 1, 'O': 2}",0.38
2dm-5561,"{'Cr': 1, 'Ag': 1, 'S': 2}",2.2
2dm-5562,"{'Ta': 2, 'Ni': 4, 'Te': 6}",1.36
2dm-5563,"{'Na': 4, 'Tl': 4, 'O': 4}",3.21
2dm-5564,"{'La': 1, 'Bi': 2, 'O': 4}",2.23
2dm-5565,"{'Tl': 2, 'Pt': 4, 'S': 6}",1.26
2dm-5566,"{'Ta': 2, 'Ni': 4, 'Te': 4}",1.83
2dm-5567,"{'Ag': 1, 'Bi': 1, 'P': 2, 'Se': 6}",1.5
2dm-5568,"{'Al': 1, 'Cr': 1, 'F': 5}",0.93
2dm-5569,"{'Er': 2, 'Te': 6}",3.39
2dm-5570,"{'Li': 2, 'Cl': 2, 'O': 4}",1.17
2dm-5571,"{'Pb': 6, 'Se': 2, 'O': 10}",1.29
2dm-5573,"{'Zn': 2, 'H': 8, 'N': 4, 'O': 16}",1.6
2dm-5574,"{'Ba': 1, 'Ti': 1, 'O': 3}",0.85
2dm-5575,"{'Li': 2, 'Co': 2, 'Si': 2, 'O': 8}",1.18
2dm-5576,"{'Er': 2, 'Bi': 2, 'O': 6}",1.59
2dm-5577,"{'Tl': 3, 'Mo': 2, 'O': 8}",2.16
2dm-5578,"{'Tm': 1, 'Ag': 1, 'P': 2, 'Se': 6}",1.48
2dm-5579,"{'U': 2, 'Te': 6}",3.34
2dm-5580,"{'Ce': 2, 'Zn': 2, 'P': 2, 'O': 2}",2.87
2dm-5581,"{'Yb': 4, 'I': 4, 'O': 4}",2.22
2dm-5582,"{'Hg': 3, 'Br': 6}",1.32
2dm-5584,"{'Mg': 2, 'Cu': 2, 'Ge': 2}",2.62
2dm-5585,"{'Mg': 2, 'Co': 3, 'O': 8}",1.03
2dm-5586,"{'Li': 1, 'Mn': 5, 'O': 5, 'F': 1}",4.74
2dm-5587,"{'Li': 2, 'Ni': 2, 'P': 2, 'O': 8}",1.23
2dm-5588,"{'Li': 6, 'Bi': 2, 'S': 6}",1.61
2dm-5589,"{'K': 8, 'Ge': 4, 'Te': 16}",3.48
2dm-5590,"{'Li': 2, 'Mn': 2, 'O': 4}",2.06
2dm-5591,"{'Gd': 4, 'Br': 6}",2.02
2dm-5592,"{'Gd': 2, 'Ga': 4, 'Co': 2}",2.36
2dm-5593,"{'Fe': 1, 'Br': 2}",1.23
2dm-5594,"{'Na': 2, 'N': 2, 'O': 4}",1.78
2dm-5596,"{'Lu': 2, 'Co': 2, 'Ge': 4}",2.21
2dm-5597,"{'Li': 2, 'Cd': 2, 'P': 2, 'O': 8}",1.31
2dm-5598,"{'Ba': 2, 'Mn': 3, 'Tl': 2, 'O': 10}",5.37
2dm-5600,"{'K': 8, 'Ge': 4, 'Se': 16}",3.27
2dm-5602,"{'Al': 2, 'Si': 4, 'O': 11}",2.44
2dm-5603,"{'Ca': 2, 'V': 4, 'O': 10}",1.3
2dm-5604,"{'Ge': 2, 'Bi': 4, 'O': 10}",1.63
2dm-5605,"{'Ba': 2, 'Sn': 4, 'H': 4, 'O': 8}",1.78
2dm-5606,"{'In': 2, 'Bi': 4, 'Se': 8, 'Br': 2}",1.69
2dm-5608,"{'Zn': 2, 'Cr': 4, 'O': 10}",1.53
2dm-5612,"{'Cu': 2, 'Hg': 2, 'Se': 2, 'Cl': 2}",1.62
2dm-5615,"{'Ba': 2, 'La': 2, 'I': 10}",1.71
2dm-5616,"{'Na': 2, 'Ti': 2, 'Cu': 2, 'S': 6}",1.56
2dm-5617,"{'Mn': 4, 'Zn': 2, 'S': 10}",1.61
2dm-5618,"{'Cu': 4, 'Hg': 4, 'Se': 4, 'Br': 4}",2.73
2dm-5620,"{'Ta': 4, 'V': 2, 'Zn': 4, 'O': 16}",2.71
2dm-5621,"{'V': 2, 'Ag': 4, 'P': 2, 'O': 12}",1.56
2dm-5623,"{'Li': 9, 'V': 6, 'O': 12, 'F': 6}",1.82
2dm-5624,"{'Ta': 4, 'O': 10}",1.2
2dm-5625,"{'Pd': 2, 'Se': 2, 'O': 6}",1.44
2dm-5626,"{'Nd': 6, 'O': 4, 'F': 10}",3.68
2dm-5627,"{'Li': 2, 'Fe': 4, 'F': 10}",1.38
2dm-5628,"{'Cu': 2, 'N': 12}",2.67
2dm-5630,"{'Te': 4, 'Mo': 2}",1.47
2dm-5631,"{'Ta': 6, 'Si': 2, 'Te': 12}",1.46
2dm-5632,"{'Al': 4, 'In': 4, 'I': 16}",1.79
2dm-5635,"{'Ca': 3, 'Co': 2, 'O': 6}",1.62
2dm-5637,"{'W': 12, 'Br': 24}",2.03
2dm-5638,"{'Ca': 4, 'Sn': 4, 'S': 12}",2.67
2dm-5639,"{'Bi': 16, 'I': 4}",3.72
2dm-5640,"{'H': 6, 'I': 6, 'N': 4}",4.11
2dm-5647,"{'Hg': 2, 'S': 2, 'O': 8}",1.31
2dm-5648,"{'Ag': 4, 'C': 4, 'N': 12, 'O': 8}",2.01
2dm-5650,"{'Mg': 2, 'Sb': 4, 'O': 8}",1.33
2dm-5652,"{'Li': 5, 'Zn': 4, 'B': 4, 'O': 12}",3.29
2dm-5653,"{'H': 2, 'Au': 2, 'O': 4}",1.15
2dm-5654,"{'Cr': 3, 'O': 8}",1.68
2dm-5655,"{'Li': 2, 'V': 2, 'F': 10}",1.33
2dm-5657,"{'Bi': 4, 'Sb': 4, 'O': 20}",1.02
2dm-5663,"{'V': 2, 'H': 4, 'Se': 2, 'O': 10}",1.61
2dm-5665,"{'Cu': 6, 'Se': 4, 'Cl': 4, 'O': 12}",1.91
2dm-5666,"{'Zn': 2, 'Sn': 8, 'O': 12}",1.94
2dm-5668,"{'La': 4, 'Br': 10}",1.6
2dm-5672,"{'Cu': 2, 'B': 4, 'Pb': 4, 'O': 12}",2.05
2dm-5673,"{'Sr': 2, 'La': 2, 'Br': 10}",1.76
2dm-5675,"{'Ca': 1, 'V': 4, 'O': 10}",1.33
2dm-5676,"{'Cu': 8, 'W': 4, 'O': 16}",2.2
2dm-5677,"{'Li': 4, 'Fe': 2, 'P': 8, 'O': 26}",3.69
2dm-5678,"{'Pt': 4, 'C': 4, 'I': 8, 'O': 4}",2.14
2dm-5680,"{'Ag': 2, 'Mo': 6, 'P': 4, 'O': 28}",1.98
2dm-5681,"{'Li': 4, 'Mo': 2, 'P': 8, 'O': 26}",3.69
2dm-5685,"{'Sr': 4, 'Fe': 2, 'Cu': 4, 'O': 14}",3.45
2dm-5686,"{'Ta': 12, 'I': 28}",1.96
2dm-5690,"{'Ti': 4, 'Zn': 2, 'S': 10}",1.45
2dm-5691,"{'Ti': 4, 'Zn': 4, 'F': 20}",2.72
2dm-5693,"{'Mg': 2, 'H': 8, 'N': 4, 'O': 16}",1.6
2dm-5694,"{'Ta': 9, 'Te': 18}",1.51
2dm-5696,"{'Nb': 4, 'Zn': 4, 'W': 2, 'O': 16}",2.76
2dm-5699,"{'Nb': 4, 'Zn': 4, 'Fe': 2, 'O': 16}",2.7
2dm-5702,"{'Li': 6, 'Sb': 4, 'P': 6, 'O': 24}",2.07
2dm-5705,"{'Zn': 12, 'P': 8}",2.11
2dm-5706,"{'Hg': 8, 'P': 4, 'O': 14}",2.93
2dm-5707,"{'Sn': 4, 'P': 6, 'O': 20}",2.75
2dm-5708,"{'Sn': 2, 'Br': 2, 'Cl': 2}",1.32
2dm-5709,"{'Pb': 6, 'S': 2, 'O': 12}",1.52
2dm-5711,"{'Li': 2, 'Sb': 2, 'O': 4}",0.57
2dm-5714,"{'In': 2, 'I': 6, 'O': 18}",1.09
2dm-5715,"{'Y': 2, 'I': 6}",1.53
2dm-5716,"{'Nb': 4, 'Ir': 1, 'Se': 10}",1.33
2dm-5718,"{'Y': 1, 'Cr': 1, 'F': 5}",1.12
2dm-5719,"{'Li': 4, 'Ni': 4, 'P': 4, 'O': 16}",2.13
2dm-5721,"{'Tm': 4, 'H': 12, 'O': 12}",1.45
2dm-5722,"{'Li': 2, 'Cr': 1, 'P': 2, 'O': 8}",2.45
2dm-5724,"{'Ce': 1, 'Ge': 5}",1.4
2dm-5725,"{'Lu': 4, 'P': 4, 'S': 16}",1.57
2dm-5729,"{'V': 4, 'F': 16}",1.11
2dm-5731,"{'Zn': 2, 'P': 4, 'W': 2, 'O': 14}",2.79
2dm-5733,"{'Ho': 2, 'Bi': 2, 'O': 6}",1.6
2dm-5734,"{'Fe': 6, 'P': 24}",1.69
2dm-5736,"{'Na': 4, 'Sb': 4, 'Mo': 4, 'O': 20}",2.3
2dm-5737,"{'Cr': 4, 'O': 10}",1.21
2dm-5738,"{'Mg': 2, 'Ti': 8, 'O': 18}",1.42
2dm-5739,"{'Mg': 1, 'H': 2, 'O': 2}",1.43
2dm-5740,"{'Pb': 4, 'Se': 4, 'O': 16}",1.4
2dm-5741,"{'Ta': 2, 'Te': 10, 'Pt': 2}",1.38
2dm-5742,"{'Cu': 2, 'H': 4, 'Se': 2, 'O': 10}",0.98
2dm-5743,"{'Nb': 4, 'Si': 2, 'Te': 8}",1.44
2dm-5744,"{'Ge': 5, 'Te': 8, 'As': 2}",7.57
2dm-5745,"{'Bi': 4, 'S': 6}",1.84
2dm-5747,"{'V': 2, 'Sb': 2, 'P': 4, 'O': 16}",2.98
2dm-5748,"{'Zn': 4, 'Sn': 4, 'O': 8}",1.97
2dm-5749,"{'Mn': 4, 'O': 2, 'F': 8}",1.32
2dm-5750,"{'Sr': 4, 'Cu': 4, 'Te': 2, 'O': 14}",3.7
2dm-5752,"{'Te': 4, 'Au': 4, 'I': 4}",1.55
2dm-5756,"{'Zn': 2, 'Cr': 8, 'O': 18}",1.36
2dm-5758,"{'Cr': 2, 'Ag': 2, 'P': 4, 'S': 12}",1.37
2dm-5759,"{'Li': 3, 'Sb': 2, 'P': 3, 'O': 12}",1.17
2dm-5760,"{'Pd': 4, 'I': 8}",1.98
2dm-5761,"{'Zn': 2, 'Cr': 2, 'F': 10}",0.97
2dm-5762,"{'Ca': 2, 'H': 8, 'Cl': 4, 'O': 4}",1.8
2dm-5766,"{'I': 8, 'O': 16}",1.86
2dm-5767,"{'Mo': 4, 'O': 10}",1.32
2dm-5770,"{'Cu': 4, 'Se': 4, 'O': 12}",0.48
2dm-5771,"{'Pb': 6, 'S': 2, 'O': 12}",2.28
2dm-5772,"{'Cu': 8, 'P': 8, 'O': 24}",2.43
2dm-5773,"{'Li': 4, 'Fe': 2, 'P': 4, 'O': 14}",1.15
2dm-5774,"{'Ca': 4, 'Mg': 2, 'Si': 4, 'O': 14}",1.21
2dm-5775,"{'Sb': 8, 'O': 12}",1.49
2dm-5776,"{'Zn': 2, 'Ni': 4, 'S': 10}",1.37
2dm-5777,"{'Tl': 8, 'S': 4, 'O': 12}",1.46
2dm-5779,"{'Zn': 4, 'P': 6, 'S': 18}",1.52
2dm-5780,"{'Cu': 1, 'Mo': 1, 'F': 6}",0.97
2dm-5781,"{'Tl': 18, 'S': 9}",1.42
2dm-5782,"{'Li': 2, 'V': 4, 'Ni': 2, 'O': 12}",1.55
2dm-5784,"{'Al': 4, 'Bi': 4, 'Cl': 24}",1.73
2dm-5786,"{'Zn': 2, 'Fe': 2, 'F': 10}",1.09
2dm-5788,"{'V': 8, 'S': 18, 'Br': 8}",1.57
2dm-5791,"{'Ag': 4, 'W': 2, 'S': 8}",1.38
2dm-5795,"{'Ca': 4, 'Sn': 4, 'O': 8}",2.59
2dm-5796,"{'Ba': 1, 'Tl': 1, 'W': 2, 'O': 6}",3.14
2dm-5798,"{'Tl': 4, 'Ge': 4, 'Se': 10}",1.84
2dm-5799,"{'Nd': 4, 'V': 4, 'Sb': 12}",2.69
2dm-5802,"{'Hg': 8, 'Te': 4, 'Br': 12}",1.45
2dm-5803,"{'Pb': 8, 'Se': 8, 'O': 24}",2.4
2dm-5805,"{'V': 6, 'Se': 4, 'Cl': 2, 'O': 16}",1.89
2dm-5806,"{'La': 2, 'Pb': 12, 'Cl': 2, 'O': 14}",2.21
2dm-5807,"{'Li': 4, 'Cr': 8, 'O': 26}",2.83
2dm-5810,"{'Ag': 4, 'Pd': 2, 'Cl': 8}",1.37
2dm-5812,"{'V': 4, 'Zn': 4, 'F': 20}",2.65
2dm-5813,"{'Ca': 4, 'Ge': 8, 'W': 4, 'O': 24}",2.98
2dm-5814,"{'Mo': 12, 'Br': 24}",2.02
2dm-5815,"{'Tl': 12, 'Bi': 4, 'I': 24}",3.61
2dm-5818,"{'Fe': 3, 'S': 4}",3.2
2dm-5820,"{'La': 2, 'Te': 6}",3.59
2dm-5821,"{'Sc': 1, 'Ag': 1, 'P': 2, 'Se': 6}",1.47
2dm-5823,"{'Th': 2, 'Te': 6}",2.65
