,Unnamed: 0,atom_counts,puckering
1020,1020,"{'N': 1, 'Cl': 3}",Puckered
1021,1021,"{'Cu': 4, 'Se': 2}",Puckered
1022,1022,"{'Sm': 2, 'Te': 2}",Puckered
1023,1023,"{'As': 2, 'S': 2}",Puckered
1024,1024,"{'Pt': 3, 'Se': 4}",Puckered
1025,1025,"{'Bi': 4, 'C': 3}",Puckered
1026,1026,"{'Cr': 1, 'Ge': 3}",Planar
1027,1027,"{'Si': 3, 'Bi': 4}",Puckered
1028,1028,"{'Ag': 1, 'Hg': 3}",Planar
1029,1029,"{'Bi': 8, 'O': 12}",Puckered
1030,1030,"{'Nd': 1, 'Te': 3}",Planar
1031,1031,"{'Hg': 12, 'S': 12}",Puckered
1032,1032,"{'Sc': 2, 'Te': 2}",Puckered
1033,1033,"{'Be': 3, 'Cl': 6}",Puckered
1034,1034,"{'P': 4, 'O': 6}",Puckered
1035,1035,"{'Sm': 2, 'Se': 2}",Puckered
1036,1036,"{'Nb': 1, 'Te': 2}",Puckered
1037,1037,"{'S': 2, 'N': 2}",Puckered
1038,1038,"{'In': 4, 'As': 4}",Planar
1039,1039,"{'Ga': 4, 'Sb': 4}",Planar
1040,1040,"{'Sb': 1, 'F': 3}",Puckered
1041,1041,"{'Cd': 12, 'S': 12}",Puckered
1042,1042,"{'K': 2, 'Cl': 1}",Puckered
1043,1043,"{'Be': 2, 'Sb': 1}",Puckered
1044,1044,"{'Ca': 2, 'Bi': 1}",Puckered
1045,1045,"{'As': 1, 'Cl': 3}",Puckered
1046,1046,"{'Cu': 2, 'Se': 4}",Puckered
1047,1047,"{'As': 1, 'F': 3}",Puckered
1048,1048,"{'Ba': 2, 'Sb': 1}",Puckered
1049,1049,"{'P': 2, 'Se': 2}",Puckered
1050,1050,"{'Bi': 1, 'I': 3}",Puckered
1051,1051,"{'Cr': 2, 'As': 2}",Puckered
1052,1052,"{'Mo': 2, 'P': 2}",Puckered
1053,1053,"{'Sr': 2, 'N': 1}",Puckered
1054,1054,"{'Bi': 4, 'O': 6}",Puckered
1055,1055,"{'Be': 2, 'As': 1}",Puckered
1056,1056,"{'Sn': 1, 'C': 1}",Puckered
1057,1057,"{'Re': 2, 'O': 4}",Puckered
1058,1058,"{'Ru': 1, 'O': 2}",Puckered
1059,1059,"{'Ca': 2, 'P': 1}",Puckered
1060,1060,"{'Cr': 2, 'N': 2}",Puckered
1061,1061,"{'As': 4, 'O': 6}",Puckered
1062,1062,"{'Cd': 3, 'Sb': 1}",Planar
1063,1063,"{'S': 10, 'N': 10}",Puckered
1064,1064,"{'Bi': 2, 'N': 2}",Puckered
1065,1065,"{'Ba': 2, 'As': 1}",Puckered
1066,1066,"{'Sb': 12, 'Te': 12}",Puckered
1067,1067,"{'In': 1, 'Te': 1}",Puckered
1068,1068,"{'As': 4, 'Pb': 3}",Puckered
1069,1069,"{'Au': 2, 'N': 12}",Puckered
1070,1070,"{'Ni': 1, 'As': 1}",Planar
1071,1071,"{'Tl': 4, 'As': 4}",Planar
1072,1072,"{'Ru': 4, 'Se': 8}",Puckered
1073,1073,"{'Bi': 10, 'Se': 10}",Puckered
1074,1074,"{'K': 2, 'F': 1}",Puckered
1075,1075,"{'Br': 10, 'N': 2}",Puckered
1076,1076,"{'Sb': 10, 'Se': 10}",Puckered
1077,1077,"{'Cd': 12, 'Se': 12}",Puckered
1078,1078,"{'Hf': 1, 'Br': 4}",Puckered
1079,1079,"{'Ca': 2, 'N': 1}",Puckered
1080,1080,"{'Se': 3, 'O': 9}",Puckered
1081,1081,"{'Ag': 2, 'N': 12}",Puckered
1082,1082,"{'Zn': 12, 'Te': 12}",Puckered
1083,1083,"{'Sn': 3, 'N': 4}",Puckered
1084,1084,"{'Al': 4, 'Sb': 4}",Puckered
1085,1085,"{'Tl': 1, 'Se': 1}",Puckered
1086,1086,"{'Cd': 12, 'S': 12}",Puckered
1087,1087,"{'Cd': 12, 'Se': 12}",Puckered
1088,1088,"{'Au': 4, 'S': 2}",Puckered
1089,1089,"{'Th': 1, 'Sn': 2}",Puckered
1090,1090,"{'Si': 4, 'O': 8}",Puckered
1091,1091,"{'Ga': 4, 'N': 4}",Planar
1092,1092,"{'Sr': 2, 'Sb': 1}",Puckered
1093,1093,"{'Pt': 2, 'F': 4}",Puckered
1094,1094,"{'P': 10, 'S': 10}",Puckered
1095,1095,"{'Al': 4, 'N': 4}",Planar
1096,1096,"{'Na': 2, 'I': 1}",Puckered
1097,1097,"{'Ga': 4, 'P': 4}",Planar
1098,1098,"{'Bi': 4, 'B': 4}",Planar
1099,1099,"{'N': 1, 'O': 2}",Puckered
1100,1100,"{'P': 2, 'S': 2}",Puckered
1101,1101,"{'Bi': 1, 'O': 2}",Puckered
1102,1102,"{'Sb': 2, 'P': 2}",Puckered
1103,1103,"{'Te': 12, 'As': 12}",Puckered
1104,1104,"{'V': 2, 'O': 5}",Puckered
1105,1105,"{'In': 4, 'Bi': 4}",Planar
1106,1106,"{'Al': 1, 'Se': 1}",Puckered
1107,1107,"{'Sb': 10, 'S': 10}",Puckered
1108,1108,"{'Tl': 4, 'N': 4}",Planar
1109,1109,"{'Rb': 2, 'Cl': 1}",Puckered
1110,1110,"{'Cr': 1, 'Pb': 3}",Planar
1111,1111,"{'In': 4, 'Sb': 4}",Planar
1112,1112,"{'As': 12, 'Au': 2}",Puckered
1113,1113,"{'Cr': 1, 'Sn': 3}",Planar
1114,1114,"{'Cd': 12, 'Te': 12}",Puckered
1115,1115,"{'Tl': 4, 'Bi': 4}",Planar
1116,1116,"{'Pd': 2, 'Br': 4}",Puckered
1117,1117,"{'P': 12, 'Au': 2}",Puckered
1118,1118,"{'Pb': 2, 'Br': 8}",Puckered
1119,1119,"{'V': 2, 'I': 10}",Puckered
1120,1120,"{'Be': 2, 'N': 1}",Puckered
1121,1121,"{'Os': 6, 'S': 8}",Puckered
1122,1122,"{'V': 1, 'Se': 2}",Puckered
1123,1123,"{'Ca': 3, 'Br': 6}",Puckered
1124,1124,"{'P': 8, 'O': 12}",Puckered
1125,1125,"{'Te': 8, 'Ru': 6}",Puckered
1126,1126,"{'Tl': 4, 'P': 4}",Planar
1127,1127,"{'As': 12, 'Se': 12}",Puckered
1128,1128,"{'Zn': 12, 'Te': 12}",Puckered
1129,1129,"{'As': 1, 'Br': 3}",Puckered
1130,1130,"{'Si': 1, 'C': 1}",Planar
1131,1131,"{'Hf': 1, 'Te': 2}",Puckered
1132,1132,"{'P': 1, 'I': 3}",Puckered
1133,1133,"{'Rb': 2, 'Br': 1}",Puckered
1134,1134,"{'As': 2, 'W': 2}",Puckered
1135,1135,"{'Ni': 1, 'Bi': 1}",Planar
1136,1136,"{'Zn': 3, 'Cu': 1}",Puckered
1137,1137,"{'Os': 3, 'Se': 4}",Puckered
1138,1138,"{'Ru': 3, 'Se': 4}",Puckered
1139,1139,"{'Sn': 2, 'I': 8}",Puckered
1140,1140,"{'B': 13, 'N': 2}",Puckered
1141,1141,"{'W': 3, 'O': 8}",Puckered
1142,1142,"{'Mo': 1, 'I': 5}",Puckered
1143,1143,"{'Ga': 13, 'N': 2}",Puckered
1144,1144,"{'Ca': 3, 'F': 6}",Puckered
1145,1145,"{'Sb': 1, 'Br': 3}",Puckered
1146,1146,"{'Hf': 1, 'Bi': 2}",Puckered
1147,1147,"{'Bi': 1, 'Pt': 1}",Planar
1148,1148,"{'Ta': 8, 'O': 18}",Puckered
1149,1149,"{'Mg': 2, 'N': 1}",Puckered
1150,1150,"{'P': 4, 'O': 8}",Puckered
1151,1151,"{'In': 6, 'O': 9}",Puckered
1152,1152,"{'Bi': 1, 'Pd': 1}",Planar
1153,1153,"{'Zn': 3, 'Ag': 1}",Planar
1154,1154,"{'Zn': 3, 'N': 1}",Planar
1155,1155,"{'Zr': 1, 'Bi': 2}",Puckered
1156,1156,"{'Pb': 2, 'I': 8}",Puckered
1157,1157,"{'Zn': 3, 'Sb': 1}",Planar
1158,1158,"{'Cr': 2, 'I': 10}",Puckered
1159,1159,"{'Sr': 3, 'I': 6}",Puckered
1160,1160,"{'Hf': 1, 'Sb': 2}",Puckered
1161,1161,"{'Mo': 3, 'O': 8}",Puckered
1162,1162,"{'B': 13, 'As': 2}",Puckered
1163,1163,"{'Yb': 2, 'F': 6}",Puckered
1164,1164,"{'V': 1, 'Te': 2}",Puckered
1165,1165,"{'V': 1, 'Se': 2}",Puckered
1166,1166,"{'Zr': 6, 'O': 6}",Puckered
1167,1167,"{'Mg': 3, 'I': 6}",Puckered
1168,1168,"{'Ge': 3, 'N': 4}",Puckered
1169,1169,"{'Ge': 1, 'C': 1}",Planar
1170,1170,"{'Zn': 3, 'As': 1}",Planar
1171,1171,"{'Yb': 2, 'I': 6}",Puckered
1172,1172,"{'Cd': 12, 'Te': 12}",Puckered
1173,1173,"{'Ni': 2, 'C': 8}",Puckered
1174,1174,"{'Cd': 3, 'N': 1}",Planar
1175,1175,"{'Ta': 6, 'Co': 18}",Puckered
1176,1176,"{'Ta': 6, 'Rh': 18}",Puckered
1177,1177,"{'Ga': 6, 'O': 9}",Puckered
1178,1178,"{'Tl': 4, 'Sb': 4}",Planar
1179,1179,"{'Bi': 10, 'Te': 10}",Puckered
1180,1180,"{'V': 6, 'Ir': 18}",Puckered
1181,1181,"{'Bi': 12, 'O': 24}",Puckered
1182,1182,"{'Ta': 6, 'Ir': 18}",Puckered
1183,1183,"{'Sr': 3, 'Cl': 6}",Puckered
1184,1184,"{'Zn': 3, 'P': 1}",Planar
1185,1185,"{'Zn': 3, 'Bi': 1}",Planar
1186,1186,"{'C': 4, 'S': 4}",Puckered
1187,1187,"{'P': 1, 'Pt': 1}",Planar
1188,1188,"{'Li': 2, 'F': 1}",Puckered
1189,1189,"{'Pb': 1, 'C': 1}",Puckered
1190,1190,"{'Ni': 1, 'Sb': 1}",Planar
1191,1191,"{'Nb': 8, 'O': 18}",Puckered
1192,1192,"{'Cr': 2, 'Sb': 2}",Puckered
1193,1193,"{'V': 1, 'I': 5}",Puckered
1194,1194,"{'Se': 12, 'N': 12}",Puckered
1195,1195,"{'Hg': 12, 'Te': 12}",Puckered
1196,1196,"{'Al': 13, 'Sb': 2}",Puckered
1197,1197,"{'Nb': 1, 'Te': 2}",Puckered
1198,1198,"{'Sb': 1, 'Pt': 1}",Planar
1199,1199,"{'Hg': 12, 'Se': 12}",Puckered
1200,1200,"{'Hg': 12, 'Te': 12}",Puckered
1201,1201,"{'Ti': 1, 'Bi': 2}",Puckered
1202,1202,"{'Si': 6, 'Sb': 8}",Puckered
1203,1203,"{'V': 6, 'Rh': 18}",Puckered
1204,1204,"{'Ba': 3, 'Cl': 6}",Puckered
1205,1205,"{'Pb': 4, 'O': 10}",Puckered
1206,1206,"{'In': 2, 'S': 2}",Puckered
1207,1207,"{'Al': 2, 'Br': 2}",Puckered
1208,1208,"{'Ga': 4, 'O': 6}",Puckered
1209,1209,"{'Be': 4, 'Bi': 2}",Puckered
1210,1210,"{'Ca': 4, 'Sb': 2}",Puckered
1211,1211,"{'Sr': 4, 'Sb': 2}",Puckered
1212,1212,"{'Be': 4, 'Sb': 2}",Puckered
1213,1213,"{'Ga': 2, 'Te': 2}",Puckered
1214,1214,"{'B': 4, 'O': 6}",Puckered
1215,1215,"{'In': 4, 'O': 6}",Puckered
1216,1216,"{'Tl': 2, 'Te': 2}",Puckered
1217,1217,"{'In': 2, 'Te': 2}",Puckered
1218,1218,"{'Ba': 4, 'Sb': 2}",Puckered
1219,1219,"{'B': 2, 'Cl': 2}",Puckered
1220,1220,"{'Sr': 4, 'As': 2}",Puckered
1221,1221,"{'B': 2, 'Te': 2}",Puckered
1222,1222,"{'Al': 2, 'Te': 2}",Puckered
1223,1223,"{'Mg': 4, 'Bi': 2}",Puckered
1224,1224,"{'Al': 2, 'F': 2}",Puckered
1225,1225,"{'Ba': 4, 'As': 2}",Puckered
1226,1226,"{'Sr': 4, 'P': 2}",Puckered
1227,1227,"{'Tl': 2, 'Se': 2}",Puckered
1228,1228,"{'Tl': 2, 'S': 2}",Puckered
1229,1229,"{'Mg': 4, 'P': 2}",Puckered
1230,1230,"{'Ca': 4, 'As': 2}",Puckered
1231,1231,"{'Ca': 4, 'N': 2}",Puckered
1232,1232,"{'B': 2, 'Se': 2}",Puckered
1233,1233,"{'Ga': 2, 'S': 2}",Puckered
1234,1234,"{'Mg': 4, 'N': 2}",Puckered
1235,1235,"{'Ba': 4, 'N': 2}",Puckered
1236,1236,"{'In': 2, 'Se': 2}",Puckered
1237,1237,"{'Be': 4, 'P': 2}",Puckered
1238,1238,"{'Al': 2, 'Cl': 2}",Puckered
1239,1239,"{'Al': 2, 'Se': 2}",Puckered
1240,1240,"{'Al': 2, 'S': 2}",Puckered
1241,1241,"{'Al': 4, 'O': 6}",Puckered
1242,1242,"{'B': 2, 'S': 2}",Puckered
1243,1243,"{'Be': 4, 'As': 2}",Puckered
1244,1244,"{'B': 2, 'Br': 2}",Puckered
1245,1245,"{'Mg': 4, 'Sb': 2}",Puckered
1246,1246,"{'B': 2, 'I': 2}",Puckered
1247,1247,"{'Sr': 4, 'N': 2}",Puckered
1248,1248,"{'Be': 4, 'N': 2}",Puckered
1249,1249,"{'B': 2, 'F': 2}",Puckered
1250,1250,"{'Ca': 4, 'P': 2}",Puckered
1251,1251,"{'Ba': 4, 'Bi': 2}",Puckered
1252,1252,"{'Ca': 4, 'Bi': 2}",Puckered
1253,1253,"{'Ba': 4, 'P': 2}",Puckered
1254,1254,"{'Sr': 4, 'Bi': 2}",Puckered
1255,1255,"{'C': 3, 'N': 1}",Planar
1256,1256,"{'Ga': 1, 'N': 1}",Planar
1257,1257,"{'Li': 2, 'B': 2}",Planar
1258,1258,{'Ga': 2},Puckered
1259,1259,"{'Sb': 2, 'Te': 3}",Puckered
1260,1260,"{'Dy': 2, 'C': 1}",Puckered
1261,1261,"{'Hg': 1, 'Br': 1, 'N': 1}",Puckered
1262,1262,"{'Li': 2, 'Mg': 2}",Puckered
1263,1263,"{'Al': 2, 'Zn': 2, 'S': 5}",Puckered
1264,1264,"{'V': 1, 'Te': 2}",Puckered
1265,1265,"{'H': 6, 'W': 2}",Puckered
1266,1266,"{'Tm': 2, 'Te': 6}",Puckered
1267,1267,"{'Ti': 2, 'H': 2, 'O': 3}",Puckered
1268,1268,"{'Ti': 2, 'Se': 2}",Puckered
1269,1269,"{'Tb': 2, 'Te': 6}",Puckered
1270,1270,"{'Dy': 1, 'Sb': 2}",Puckered
1271,1271,"{'Si': 2, 'Ni': 2, 'Sb': 2}",Puckered
1272,1272,"{'Ca': 2, 'Co': 2, 'Si': 2}",Puckered
1273,1273,"{'Ca': 1, 'Si': 3, 'Ir': 1}",Puckered
1274,1274,"{'Ca': 2, 'Co': 1, 'O': 3}",Puckered
1275,1275,"{'Zn': 2, 'Ga': 2, 'S': 5}",Puckered
1276,1276,"{'Bi': 2, 'S': 2}",Puckered
1277,1277,"{'Pb': 1, 'S': 1}",Puckered
1278,1278,"{'S': 2, 'N': 2}",Puckered
1279,1279,"{'Mg': 2, 'Sn': 1}",Planar
1280,1280,"{'Co': 1, 'O': 2}",Puckered
1281,1281,"{'Mn': 1, 'H': 1, 'O': 2}",Puckered
1282,1282,"{'Nb': 1, 'S': 2}",Puckered
1283,1283,{'P': 10},Puckered
1284,1284,"{'Y': 2, 'Mg': 4}",Puckered
1285,1285,"{'Al': 3, 'Ru': 2}",Puckered
1286,1286,"{'Tb': 2, 'Mg': 2, 'Ni': 2}",Puckered
1287,1287,"{'Zn': 3, 'Ga': 2, 'S': 6}",Puckered
1288,1288,"{'Rb': 1, 'Mg': 6, 'B': 1, 'O': 7}",Puckered
1289,1289,"{'Al': 2, 'Zn': 2, 'S': 5}",Puckered
1290,1290,"{'Ir': 2, 'C': 4}",Puckered
1291,1291,"{'Na': 1, 'Mn': 1, 'Se': 2}",Puckered
1292,1292,"{'Nb': 3, 'Te': 6}",Puckered
1293,1293,"{'Hf': 1, 'Ta': 1, 'N': 1, 'O': 3}",Puckered
1294,1294,"{'Sr': 2, 'Mg': 4}",Puckered
1295,1295,"{'Ho': 2, 'Co': 2, 'Ge': 4}",Puckered
1296,1296,"{'Ho': 1, 'Cu': 2, 'S': 2}",Puckered
1297,1297,"{'Mg': 2, 'Bi': 4}",Puckered
1298,1298,"{'Fe': 2, 'H': 2, 'O': 4}",Puckered
1299,1299,{'Ga': 1},Planar
1300,1300,{'P': 2},Puckered
1301,1301,"{'Ca': 1, 'Fe': 1, 'S': 1, 'O': 1}",Puckered
1302,1302,"{'Pb': 2, 'S': 2}",Puckered
1303,1303,"{'Ti': 1, 'Zn': 1, 'Bi': 2, 'O': 6}",Puckered
1304,1304,"{'Ce': 2, 'I': 6}",Puckered
1305,1305,"{'Pd': 1, 'N': 2}",Planar
1306,1306,"{'Te': 2, 'W': 1}",Puckered
1307,1307,"{'Li': 2, 'Mg': 4}",Puckered
1308,1308,"{'U': 4, 'S': 2}",Puckered
1309,1309,"{'Mg': 3, 'Bi': 3}",Puckered
1310,1310,{'Sb': 1},Planar
1311,1311,"{'Nb': 2, 'Cu': 1, 'S': 4}",Puckered
1312,1312,"{'Lu': 1, 'Pb': 2}",Puckered
1313,1313,"{'La': 1, 'Te': 3}",Puckered
1314,1314,"{'Nd': 1, 'B': 4}",Planar
1315,1315,"{'Si': 4, 'S': 8}",Puckered
1316,1316,"{'Mg': 1, 'Br': 2, 'O': 6}",Puckered
1317,1317,"{'U': 2, 'S': 6}",Puckered
1318,1318,"{'Zn': 2, 'Sn': 2, 'O': 6}",Puckered
1319,1319,"{'Np': 2, 'Se': 6}",Puckered
1320,1320,"{'Pr': 2, 'Te': 6}",Puckered
1321,1321,"{'Tb': 1, 'Cu': 2, 'S': 2}",Puckered
1322,1322,"{'Nd': 1, 'Al': 3, 'Cu': 1}",Puckered
1323,1323,"{'Mg': 4, 'Sn': 2}",Puckered
1324,1324,"{'Ca': 2, 'Mg': 4}",Puckered
1325,1325,"{'Pb': 2, 'Se': 2}",Puckered
1326,1326,"{'Zn': 1, 'Re': 2, 'O': 8}",Puckered
1327,1327,"{'Zn': 2, 'Ga': 2, 'S': 5}",Puckered
1328,1328,"{'Cr': 1, 'Te': 4, 'Au': 1}",Puckered
1329,1329,"{'Mg': 6, 'B': 1, 'C': 1}",Puckered
1330,1330,"{'Co': 1, 'O': 2}",Puckered
1331,1331,"{'C': 2, 'N': 4}",Puckered
1332,1332,"{'Dy': 2, 'Te': 6}",Puckered
1333,1333,"{'Zn': 2, 'Ga': 2, 'S': 5}",Puckered
1334,1334,"{'Nb': 1, 'S': 2}",Puckered
1335,1335,"{'Cd': 2, 'N': 2, 'Cl': 6}",Puckered
1336,1336,"{'Zr': 4, 'Sn': 4}",Puckered
1337,1337,"{'Al': 1, 'N': 1}",Planar
1338,1338,"{'Ni': 1, 'H': 1, 'O': 2}",Puckered
1339,1339,"{'Er': 2, 'Ni': 2, 'Ge': 4}",Puckered
1340,1340,"{'B': 13, 'P': 2}",Puckered
1341,1341,"{'Rb': 1, 'Hf': 1, 'Mg': 6, 'O': 7}",Puckered
1342,1342,"{'Pb': 4, 'S': 4}",Puckered
1343,1343,"{'Fe': 2, 'O': 4}",Puckered
1344,1344,"{'La': 2, 'Cl': 2, 'O': 4}",Puckered
1345,1345,{'Ge': 2},Puckered
1346,1346,"{'Hg': 2, 'N': 2, 'Cl': 2}",Puckered
1347,1347,"{'Y': 2, 'Zn': 2, 'P': 2, 'O': 2}",Puckered
1348,1348,"{'Li': 2, 'Be': 2}",Puckered
1349,1349,"{'Ga': 2, 'Te': 2}",Puckered
1350,1350,"{'B': 1, 'Pt': 2}",Puckered
1351,1351,"{'Pt': 1, 'N': 2, 'O': 6}",Puckered
1352,1352,{'B': 1},Planar
1353,1353,"{'Ni': 1, 'Cl': 2, 'O': 6}",Puckered
1354,1354,"{'Mg': 2, 'Sb': 4}",Puckered
1355,1355,"{'V': 3, 'Te': 6}",Puckered
1356,1356,"{'Cu': 2, 'W': 1, 'Se': 4}",Puckered
1357,1357,"{'Re': 2, 'N': 4}",Puckered
1358,1358,"{'La': 2, 'Bi': 2, 'Se': 4, 'O': 2}",Puckered
1359,1359,"{'Ta': 2, 'Al': 2, 'O': 8}",Puckered
1360,1360,"{'Sn': 2, 'P': 2, 'S': 6}",Puckered
1361,1361,"{'Na': 4, 'Cl': 2}",Puckered
1362,1362,"{'Sr': 1, 'Mg': 2}",Puckered
1363,1363,"{'Co': 1, 'Si': 2, 'Se': 4}",Puckered
1364,1364,"{'Mg': 3, 'C': 1}",Puckered
1365,1365,"{'Li': 2, 'Tl': 2}",Puckered
1366,1366,"{'Tl': 2, 'Cu': 1, 'F': 4}",Puckered
1367,1367,"{'Mg': 1, 'Cu': 1, 'O': 2}",Puckered
1368,1368,{'Se': 2},Puckered
1369,1369,"{'Mg': 2, 'Sb': 4}",Puckered
1370,1370,"{'Zn': 4, 'Ge': 4, 'N': 8}",Puckered
1371,1371,"{'Mg': 5, 'Ti': 1}",Puckered
1372,1372,"{'Mg': 2, 'Ti': 1}",Puckered
1373,1373,"{'Dy': 2, 'Te': 6}",Puckered
1374,1374,"{'Sb': 2, 'S': 2}",Puckered
1375,1375,"{'Mg': 2, 'Ti': 4}",Puckered
1376,1376,"{'Ba': 2, 'Fe': 2, 'S': 2}",Puckered
1377,1377,"{'Zr': 2, 'Cd': 2}",Puckered
1378,1378,"{'Tm': 2, 'Te': 6}",Puckered
1379,1379,"{'Ce': 2, 'Mg': 4}",Puckered
1380,1380,"{'La': 1, 'Al': 3, 'Cu': 1}",Puckered
1381,1381,"{'In': 2, 'Te': 3}",Puckered
1382,1382,"{'Mg': 1, 'O': 2}",Puckered
1383,1383,"{'Cr': 1, 'Se': 2}",Puckered
1384,1384,"{'Th': 1, 'Ge': 2}",Puckered
1385,1385,"{'Mg': 3, 'Sn': 3}",Puckered
1386,1386,{'Pb': 2},Puckered
1387,1387,"{'Mg': 4, 'Ti': 4}",Puckered
1388,1388,"{'Y': 2, 'Mg': 4}",Puckered
1389,1389,"{'Zr': 2, 'Cl': 6}",Puckered
1390,1390,"{'Yb': 2, 'Co': 2, 'Ge': 4}",Puckered
1391,1391,"{'W': 2, 'N': 3}",Puckered
1392,1392,"{'Mo': 1, 'S': 2}",Puckered
1393,1393,{'Te': 2},Puckered
1394,1394,"{'Al': 2, 'Zn': 1, 'S': 4}",Puckered
1395,1395,"{'Bi': 4, 'O': 6}",Puckered
1396,1396,"{'C': 6, 'N': 2}",Planar
1397,1397,"{'Na': 2, 'Hf': 1, 'N': 2}",Puckered
1398,1398,"{'H': 2, 'C': 2, 'S': 1}",Puckered
1399,1399,"{'Cd': 1, 'O': 2}",Puckered
1400,1400,"{'Sm': 1, 'Ge': 2}",Puckered
1401,1401,"{'Hf': 2, 'Cd': 2}",Puckered
1402,1402,"{'Tl': 4, 'Ge': 2, 'Se': 6}",Puckered
1403,1403,"{'Yb': 2, 'Cu': 2, 'Pb': 2, 'Se': 6}",Puckered
1404,1404,"{'Te': 2, 'O': 4}",Puckered
1405,1405,"{'Li': 1, 'Mn': 1, 'Te': 2}",Puckered
1406,1406,"{'Mg': 1, 'Sb': 3}",Puckered
1407,1407,"{'Ge': 6, 'P': 6}",Puckered
1408,1408,"{'Tb': 1, 'Ge': 2}",Puckered
1409,1409,"{'Na': 1, 'Li': 2, 'As': 1}",Puckered
1410,1410,"{'Mn': 1, 'Sb': 2, 'S': 4}",Puckered
1411,1411,"{'Ce': 2, 'Mg': 4}",Puckered
1412,1412,"{'Mg': 8, 'Ti': 8}",Puckered
1413,1413,"{'Ce': 1, 'Se': 2}",Puckered
1414,1414,"{'Hf': 1, 'Mg': 6, 'B': 1, 'O': 7}",Puckered
1415,1415,"{'Te': 2, 'Pb': 2}",Puckered
1416,1416,"{'La': 2, 'Bi': 2, 'S': 4, 'O': 2}",Puckered
1417,1417,"{'Zn': 1, 'O': 2, 'F': 2}",Puckered
1418,1418,"{'Ta': 4, 'Pt': 2, 'Se': 14}",Puckered
1419,1419,"{'Eu': 3, 'S': 3}",Puckered
1420,1420,"{'La': 1, 'Mg': 5}",Puckered
1421,1421,"{'Ti': 1, 'S': 2}",Puckered
1422,1422,"{'Mg': 4, 'Ti': 4}",Puckered
1423,1423,"{'Nd': 4, 'Te': 10}",Puckered
1424,1424,"{'Tb': 2, 'Ga': 2, 'I': 2}",Puckered
1425,1425,"{'Ce': 1, 'Mg': 5}",Puckered
1426,1426,"{'Mo': 2, 'Br': 4, 'O': 4}",Puckered
1427,1427,"{'Y': 2, 'C': 1}",Puckered
1428,1428,"{'Sr': 2, 'Gd': 1, 'S': 3}",Puckered
1429,1429,"{'Rb': 1, 'Li': 1, 'Mg': 6, 'O': 7}",Puckered
1430,1430,"{'Zr': 1, 'S': 2}",Puckered
1431,1431,"{'Yb': 2, 'Cl': 6}",Puckered
1432,1432,"{'Hf': 2, 'Si': 2, 'Se': 2}",Puckered
1433,1433,"{'Y': 2, 'I': 2}",Puckered
1434,1434,"{'Cd': 12, 'As': 8}",Puckered
1435,1435,"{'Si': 2, 'C': 4, 'O': 4}",Puckered
1436,1436,"{'Y': 2, 'Mg': 2}",Puckered
1437,1437,"{'Sn': 1, 'S': 2}",Puckered
1438,1438,"{'K': 2, 'Sn': 2, 'N': 6}",Puckered
1439,1439,"{'Ti': 3, 'H': 2, 'O': 4}",Puckered
1440,1440,{'Bi': 4},Puckered
1441,1441,"{'Li': 1, 'Mn': 1, 'Se': 2}",Puckered
1442,1442,"{'Sb': 4, 'Te': 6}",Puckered
1443,1443,"{'Pb': 4, 'S': 4}",Puckered
1444,1444,"{'Al': 1, 'Ag': 1, 'O': 2}",Puckered
1445,1445,"{'Al': 2, 'Zn': 1, 'S': 4}",Puckered
1446,1446,"{'Ca': 3, 'Mg': 3}",Puckered
1447,1447,"{'V': 1, 'S': 2}",Puckered
1448,1448,"{'Na': 1, 'I': 1}",Planar
1449,1449,"{'Ho': 2, 'S': 2, 'I': 2}",Puckered
1450,1450,"{'Ag': 2, 'N': 2}",Puckered
1451,1451,"{'Mg': 3, 'Ti': 3}",Puckered
1452,1452,"{'K': 2, 'P': 2, 'O': 8}",Puckered
1453,1453,"{'Pd': 1, 'N': 1}",Planar
1454,1454,"{'Ni': 1, 'S': 2}",Puckered
1455,1455,"{'Tl': 4, 'Si': 2, 'Se': 6}",Puckered
1456,1456,"{'Ho': 2, 'B': 2, 'C': 2}",Puckered
1457,1457,"{'H': 2, 'C': 2}",Puckered
1458,1458,"{'Na': 1, 'Mn': 1, 'Te': 2}",Puckered
1459,1459,"{'Ag': 2, 'I': 1, 'O': 6}",Puckered
1460,1460,"{'Ti': 2, 'Te': 2, 'P': 1}",Puckered
1461,1461,"{'Ba': 2, 'Mg': 2, 'Sn': 2}",Puckered
1462,1462,"{'Mg': 5, 'Ti': 5}",Puckered
1463,1463,"{'Al': 2, 'Bi': 4, 'O': 8}",Puckered
1464,1464,"{'Na': 1, 'Ti': 2, 'H': 1, 'O': 5}",Puckered
1465,1465,"{'Zn': 1, 'O': 2}",Puckered
1466,1466,"{'Mn': 2, 'Ga': 2, 'S': 5}",Puckered
1467,1467,"{'V': 2, 'P': 2, 'S': 6}",Puckered
1468,1468,"{'Ce': 2, 'Se': 4}",Puckered
1469,1469,"{'Cd': 1, 'S': 1}",Puckered
1470,1470,"{'Pd': 2, 'Cl': 4}",Puckered
1471,1471,"{'Al': 2, 'Ru': 1}",Puckered
1472,1472,"{'Th': 1, 'Co': 5}",Planar
1473,1473,"{'Na': 2, 'Zr': 1, 'N': 2}",Puckered
1474,1474,"{'Hf': 2, 'Si': 2, 'Te': 2}",Puckered
1475,1475,"{'Bi': 4, 'S': 4, 'O': 2}",Puckered
