,Unnamed: 0,atom_counts,puckering
509,509,"{'Bi': 8, 'Pb': 4}",Puckered
510,510,"{'In': 4, 'I': 4}",Puckered
511,511,"{'Pd': 1, 'O': 2}",Puckered
512,512,"{'Ir': 4, 'C': 12}",Puckered
513,513,"{'B': 2, 'S': 5}",Puckered
514,514,"{'C': 2, 'Se': 2}",Puckered
515,515,"{'Ce': 1, 'Pb': 2}",Puckered
516,516,"{'Eu': 1, 'Pb': 2}",Puckered
517,517,"{'Ni': 2, 'Pb': 8}",Puckered
518,518,"{'Be': 1, 'Sn': 2}",Puckered
519,519,"{'Sn': 4, 'Bi': 8}",Puckered
520,520,"{'Sc': 1, 'F': 2}",Puckered
521,521,"{'Mo': 3, 'O': 8}",Puckered
522,522,"{'Si': 2, 'N': 6}",Puckered
523,523,"{'Pb': 4, 'N': 8}",Puckered
524,524,"{'Al': 4, 'Bi': 20}",Puckered
525,525,"{'Ga': 4, 'Bi': 20}",Puckered
526,526,"{'Ge': 6, 'Bi': 6}",Puckered
527,527,"{'In': 4, 'Bi': 20}",Puckered
528,528,"{'Si': 12, 'Pt': 4}",Puckered
529,529,"{'Te': 10, 'Ru': 8}",Puckered
530,530,"{'B': 4, 'Sb': 20}",Puckered
531,531,"{'In': 4, 'O': 6}",Puckered
532,532,"{'Al': 4, 'Br': 4}",Puckered
533,533,"{'Ga': 2, 'N': 6}",Puckered
534,534,"{'Os': 1, 'Pb': 2}",Puckered
535,535,"{'Os': 8, 'Se': 10}",Puckered
536,536,"{'Ge': 6, 'H': 2}",Puckered
537,537,"{'Eu': 1, 'Sn': 2}",Puckered
538,538,"{'Bi': 6, 'C': 2}",Puckered
539,539,"{'Be': 2, 'Cd': 1}",Puckered
540,540,"{'Sb': 6, 'Pb': 2}",Puckered
541,541,"{'Tl': 2, 'Te': 3}",Planar
542,542,"{'Pu': 1, 'Br': 3}",Puckered
543,543,"{'B': 2, 'As': 6}",Puckered
544,544,"{'Sn': 2, 'Sb': 6}",Puckered
545,545,"{'Bi': 6, 'B': 2}",Puckered
546,546,"{'Sb': 6, 'Pb': 6}",Puckered
547,547,"{'Bi': 6, 'Pb': 2}",Puckered
548,548,"{'Pu': 1, 'Cl': 3}",Puckered
549,549,"{'C': 2, 'N': 6}",Puckered
550,550,"{'Mg': 10, 'Co': 2}",Puckered
551,551,"{'Tc': 4, 'Br': 10}",Puckered
552,552,"{'Si': 2, 'Bi': 6}",Puckered
553,553,"{'Ta': 4, 'Te': 8}",Puckered
554,554,"{'Ga': 4, 'Br': 4}",Puckered
555,555,"{'Sn': 2, 'Bi': 6}",Puckered
556,556,"{'B': 2, 'Sb': 6}",Puckered
557,557,"{'Te': 2, 'Au': 4}",Puckered
558,558,"{'Ni': 1, 'N': 2}",Puckered
559,559,"{'Ca': 2, 'Ir': 1}",Puckered
560,560,"{'Ge': 2, 'Bi': 6}",Puckered
561,561,"{'Cu': 4, 'Se': 2}",Puckered
562,562,"{'Sn': 6, 'Sb': 6}",Puckered
563,563,"{'Tl': 3, 'Co': 1}",Puckered
564,564,"{'Tc': 6, 'F': 18}",Puckered
565,565,"{'Nb': 4, 'O': 10}",Puckered
566,566,"{'Mn': 6, 'F': 18}",Puckered
567,567,"{'Tl': 4, 'O': 6}",Puckered
568,568,"{'Te': 10, 'Os': 8}",Puckered
569,569,"{'Ge': 2, 'N': 6}",Puckered
570,570,"{'In': 2, 'Se': 3}",Planar
571,571,"{'Si': 2, 'Sb': 6}",Puckered
572,572,"{'Cu': 1, 'Cl': 1}",Puckered
573,573,"{'Mg': 2, 'Co': 1}",Puckered
574,574,"{'Te': 2, 'Pd': 2}",Puckered
575,575,"{'Mg': 2, 'Ir': 1}",Puckered
576,576,"{'Sb': 2, 'Pd': 1}",Puckered
577,577,"{'Ca': 2, 'Rh': 1}",Puckered
578,578,"{'Au': 2, 'Cl': 2}",Puckered
579,579,"{'La': 2, 'C': 1}",Puckered
580,580,"{'Al': 2, 'Fe': 1}",Puckered
581,581,"{'As': 2, 'Pd': 1}",Puckered
582,582,"{'Fe': 1, 'Sn': 2}",Puckered
583,583,"{'V': 4, 'Se': 2}",Puckered
584,584,"{'Nb': 4, 'Se': 12}",Puckered
585,585,"{'Tl': 1, 'Cl': 1}",Puckered
586,586,"{'P': 6, 'C': 6}",Puckered
587,587,"{'Nb': 4, 'Te': 6}",Puckered
588,588,"{'Ta': 4, 'Te': 2}",Puckered
589,589,"{'Ge': 1, 'S': 1}",Puckered
590,590,"{'Zr': 2, 'Au': 2}",Puckered
591,591,"{'Ca': 10, 'Co': 2}",Puckered
592,592,"{'Cr': 3, 'S': 4}",Puckered
593,593,"{'Si': 6, 'Bi': 6}",Puckered
594,594,"{'Al': 3, 'Rh': 1}",Puckered
595,595,"{'Al': 2, 'S': 3}",Planar
596,596,"{'Ga': 2, 'S': 3}",Planar
597,597,"{'Ba': 2, 'Ag': 2}",Puckered
598,598,"{'Cu': 2, 'Br': 2}",Puckered
599,599,"{'Si': 2, 'P': 6}",Puckered
600,600,"{'Si': 6, 'Sb': 6}",Puckered
601,601,"{'Hg': 3, 'Cl': 6}",Puckered
602,602,"{'Zr': 2, 'C': 4}",Puckered
603,603,"{'Ba': 2, 'Rh': 1}",Puckered
604,604,"{'Ba': 2, 'Cd': 1}",Puckered
605,605,"{'Te': 4, 'Mo': 3}",Puckered
606,606,"{'Ti': 2, 'Cu': 2}",Puckered
607,607,"{'Mg': 10, 'Ir': 2}",Puckered
608,608,"{'Tl': 1, 'N': 1}",Planar
609,609,"{'Ni': 1, 'Bi': 2}",Puckered
610,610,"{'Pb': 1, 'Cl': 2}",Puckered
611,611,"{'Te': 4, 'Br': 4}",Puckered
612,612,"{'Be': 2, 'Rh': 1}",Puckered
613,613,"{'In': 2, 'Se': 5}",Puckered
614,614,"{'Tc': 6, 'Cl': 18}",Puckered
615,615,"{'Se': 4, 'I': 4}",Puckered
616,616,"{'Ti': 2, 'Ge': 4}",Puckered
617,617,"{'Ag': 2, 'F': 2}",Puckered
618,618,"{'Ta': 4, 'S': 2}",Puckered
619,619,"{'Tl': 8, 'Se': 6}",Puckered
620,620,"{'Zr': 3, 'Te': 2}",Puckered
621,621,"{'Ag': 2, 'I': 2}",Puckered
622,622,"{'Tl': 18, 'Te': 9}",Puckered
623,623,"{'Sc': 2, 'Te': 6}",Puckered
624,624,"{'Ba': 10, 'Ir': 2}",Puckered
625,625,"{'Be': 10, 'Ir': 2}",Puckered
626,626,"{'In': 3, 'Ir': 1}",Puckered
627,627,"{'Re': 6, 'F': 18}",Puckered
628,628,"{'B': 1, 'F': 1}",Puckered
629,629,"{'Ga': 2, 'Te': 5}",Puckered
630,630,"{'In': 1, 'F': 1}",Puckered
631,631,"{'Ir': 2, 'Pb': 8}",Puckered
632,632,"{'Ag': 1, 'Br': 1}",Planar
633,633,"{'Tl': 3, 'Ir': 1}",Puckered
634,634,"{'Tl': 18, 'Te': 9}",Puckered
635,635,"{'Ga': 1, 'F': 1}",Puckered
636,636,"{'P': 2, 'Pd': 1}",Puckered
637,637,"{'Al': 3, 'Co': 1}",Puckered
638,638,"{'Sc': 1, 'Si': 3}",Planar
639,639,"{'Te': 1, 'Pb': 1}",Puckered
640,640,"{'Pt': 1, 'Se': 1}",Puckered
641,641,"{'Te': 1, 'Pd': 1}",Puckered
642,642,"{'In': 8, 'Te': 6}",Puckered
643,643,"{'Y': 2, 'S': 6}",Puckered
644,644,"{'Fe': 8, 'Se': 10}",Puckered
645,645,"{'Hg': 1, 'Cl': 2}",Puckered
646,646,"{'Tl': 1, 'Br': 1}",Puckered
647,647,"{'Y': 1, 'Br': 2}",Puckered
648,648,"{'Al': 8, 'Se': 6}",Puckered
649,649,"{'Re': 4, 'F': 10}",Puckered
650,650,"{'Ga': 8, 'Se': 6}",Puckered
651,651,"{'Tl': 18, 'Se': 9}",Puckered
652,652,"{'Tl': 4, 'Br': 4}",Puckered
653,653,"{'Tl': 2, 'Te': 5}",Puckered
654,654,"{'Ag': 4, 'Te': 2}",Puckered
655,655,"{'Ni': 2, 'Se': 2}",Puckered
656,656,"{'Ag': 1, 'Te': 2}",Puckered
657,657,"{'Ta': 4, 'Te': 12}",Puckered
658,658,"{'Ti': 2, 'Ag': 2}",Puckered
659,659,"{'Sr': 2, 'Hg': 1}",Puckered
660,660,"{'Ga': 4, 'P': 20}",Puckered
661,661,"{'B': 1, 'As': 1}",Planar
662,662,"{'B': 2, 'Te': 3}",Planar
663,663,"{'Sc': 1, 'Br': 2}",Puckered
664,664,"{'Ru': 8, 'S': 10}",Puckered
665,665,"{'Mg': 2, 'Hg': 1}",Puckered
666,666,"{'B': 4, 'P': 20}",Puckered
667,667,"{'Pt': 1, 'S': 1}",Puckered
668,668,"{'C': 1, 'I': 2}",Puckered
669,669,"{'Hf': 2, 'Au': 2}",Puckered
670,670,"{'Au': 1, 'Se': 2}",Puckered
671,671,"{'Te': 4, 'W': 3}",Puckered
672,672,"{'Zr': 2, 'Si': 4}",Puckered
673,673,"{'Cu': 1, 'I': 1}",Planar
674,674,"{'Zr': 2, 'Pb': 4}",Puckered
675,675,"{'Si': 1, 'I': 2}",Puckered
676,676,"{'Ca': 2, 'Cu': 2}",Puckered
677,677,"{'Ba': 1, 'C': 2}",Puckered
678,678,"{'Bi': 2, 'Pt': 1}",Puckered
679,679,"{'Bi': 16, 'Br': 4}",Puckered
680,680,"{'Re': 6, 'I': 18}",Puckered
681,681,"{'Ba': 2, 'Zn': 1}",Puckered
682,682,"{'Y': 2, 'I': 6}",Puckered
683,683,"{'Sr': 10, 'Ir': 2}",Puckered
684,684,"{'Sc': 1, 'Ge': 3}",Planar
685,685,"{'In': 8, 'S': 6}",Puckered
686,686,"{'Al': 18, 'S': 9}",Puckered
687,687,"{'Tl': 1, 'I': 1}",Puckered
688,688,"{'Ni': 2, 'S': 2}",Puckered
689,689,"{'Bi': 1, 'B': 1}",Planar
690,690,"{'Sn': 6, 'P': 6}",Puckered
691,691,"{'Sb': 16, 'I': 4}",Puckered
692,692,"{'Ba': 2, 'Au': 2}",Puckered
693,693,"{'Ga': 4, 'F': 4}",Puckered
694,694,"{'Y': 2, 'Se': 6}",Puckered
695,695,"{'Sb': 4, 'Pd': 2}",Puckered
696,696,"{'Pb': 1, 'F': 2}",Puckered
697,697,"{'Ca': 2, 'Hg': 1}",Puckered
698,698,"{'B': 2, 'Se': 3}",Planar
699,699,"{'Hf': 3, 'Se': 2}",Puckered
700,700,"{'Be': 2, 'Hg': 1}",Puckered
701,701,"{'Ga': 3, 'Ir': 1}",Puckered
702,702,"{'Tl': 2, 'Cl': 2}",Puckered
703,703,"{'Cu': 2, 'Cl': 2}",Puckered
704,704,"{'B': 2, 'Te': 5}",Puckered
705,705,"{'La': 1, 'Sn': 3}",Planar
706,706,"{'Ni': 1, 'Te': 1}",Puckered
707,707,"{'Y': 1, 'Sn': 3}",Planar
708,708,"{'Sb': 18, 'I': 4}",Puckered
709,709,"{'Nb': 4, 'Se': 2}",Puckered
710,710,"{'Fe': 1, 'Pb': 2}",Puckered
711,711,"{'Cu': 2, 'S': 2}",Puckered
712,712,"{'Si': 6, 'N': 6}",Puckered
713,713,"{'Te': 4, 'Cl': 4}",Puckered
714,714,"{'P': 6, 'Pb': 6}",Puckered
715,715,"{'Fe': 1, 'Ge': 2}",Puckered
716,716,"{'Cu': 2, 'Cl': 2}",Puckered
717,717,"{'Sr': 2, 'Rh': 1}",Puckered
718,718,"{'Zr': 2, 'Sn': 4}",Puckered
719,719,"{'Mn': 6, 'Cl': 18}",Puckered
720,720,"{'Sn': 2, 'Te': 2}",Puckered
721,721,"{'Au': 2, 'I': 2}",Puckered
722,722,"{'Sc': 1, 'Pb': 3}",Planar
723,723,"{'V': 4, 'Se': 12}",Puckered
724,724,"{'B': 1, 'P': 1}",Planar
725,725,"{'In': 2, 'Bi': 6}",Puckered
726,726,"{'Bi': 18, 'Br': 4}",Puckered
727,727,"{'Al': 4, 'F': 4}",Puckered
728,728,"{'Hg': 3, 'I': 6}",Puckered
729,729,"{'V': 4, 'Te': 6}",Puckered
730,730,"{'Cr': 3, 'Se': 4}",Puckered
731,731,"{'Ga': 18, 'S': 9}",Puckered
732,732,"{'Ca': 10, 'Rh': 2}",Puckered
733,733,"{'Al': 2, 'P': 6}",Puckered
734,734,"{'Ti': 3, 'Te': 2}",Puckered
735,735,"{'Al': 4, 'P': 20}",Puckered
736,736,"{'Tl': 2, 'P': 6}",Puckered
737,737,"{'Tc': 4, 'F': 10}",Puckered
738,738,"{'B': 8, 'Se': 6}",Puckered
739,739,"{'Ta': 4, 'S': 12}",Puckered
740,740,"{'Te': 4, 'F': 4}",Puckered
741,741,"{'Tl': 4, 'Sb': 20}",Puckered
742,742,"{'Os': 8, 'S': 10}",Puckered
743,743,"{'B': 1, 'Sb': 1}",Planar
744,744,"{'Sn': 4, 'Sb': 8}",Puckered
745,745,"{'Re': 4, 'I': 10}",Puckered
746,746,"{'Tl': 18, 'Se': 9}",Puckered
747,747,"{'Ge': 2, 'Sb': 6}",Puckered
748,748,"{'Ba': 1, 'Pb': 2}",Puckered
749,749,"{'Ta': 4, 'O': 10}",Puckered
750,750,"{'In': 2, 'Sb': 6}",Puckered
751,751,"{'Mg': 2, 'Cu': 2}",Puckered
752,752,"{'Al': 1, 'P': 1}",Planar
753,753,"{'Be': 2, 'Cu': 2}",Puckered
754,754,"{'Bi': 2, 'B': 2}",Puckered
755,755,"{'Sn': 12, 'Ir': 4}",Puckered
756,756,"{'In': 18, 'S': 9}",Puckered
757,757,"{'Ga': 2, 'P': 6}",Puckered
758,758,"{'Co': 4, 'Si': 12}",Puckered
759,759,"{'Mg': 2, 'N': 1}",Puckered
760,760,"{'Co': 4, 'Pb': 12}",Puckered
761,761,"{'In': 2, 'As': 6}",Puckered
762,762,"{'Cu': 2, 'F': 2}",Puckered
763,763,"{'B': 3, 'Ir': 1}",Puckered
764,764,"{'P': 6, 'C': 2}",Puckered
765,765,"{'In': 1, 'N': 1}",Planar
766,766,"{'Sn': 12, 'Pt': 4}",Puckered
767,767,"{'Hg': 3, 'F': 6}",Puckered
768,768,"{'P': 6, 'Pb': 2}",Puckered
769,769,"{'Tl': 2, 'S': 3}",Planar
770,770,"{'Se': 6, 'N': 4}",Puckered
771,771,"{'Co': 4, 'Ge': 12}",Puckered
772,772,"{'Ge': 12, 'Pd': 4}",Puckered
773,773,"{'Tl': 4, 'Bi': 20}",Puckered
774,774,"{'Cr': 2, 'Te': 4}",Puckered
775,775,"{'V': 4, 'Te': 12}",Puckered
776,776,"{'Sb': 4, 'O': 6}",Puckered
777,777,"{'Ni': 2, 'S': 2}",Puckered
778,778,"{'Ni': 4, 'Pb': 12}",Puckered
779,779,"{'B': 2, 'P': 6}",Puckered
780,780,"{'Sn': 12, 'Rh': 4}",Puckered
781,781,"{'Tc': 4, 'I': 10}",Puckered
782,782,"{'Sn': 8, 'Rh': 2}",Puckered
783,783,"{'Co': 2, 'Sn': 8}",Puckered
784,784,"{'Hf': 3, 'S': 2}",Puckered
785,785,"{'Si': 12, 'Pd': 4}",Puckered
786,786,"{'Bi': 6, 'Pb': 6}",Puckered
787,787,"{'In': 2, 'N': 6}",Puckered
788,788,"{'Ga': 2, 'Te': 3}",Puckered
789,789,"{'Si': 4, 'N': 8}",Puckered
790,790,"{'Pd': 4, 'Pb': 12}",Puckered
791,791,"{'Au': 1, 'S': 2}",Puckered
792,792,"{'Ag': 2, 'Br': 2}",Puckered
793,793,"{'Pt': 2, 'Se': 2}",Puckered
794,794,"{'Re': 6, 'Br': 18}",Puckered
795,795,"{'Ni': 4, 'Sn': 12}",Puckered
796,796,"{'B': 18, 'S': 9}",Puckered
797,797,"{'Pb': 6, 'N': 8}",Planar
798,798,"{'In': 18, 'S': 9}",Puckered
799,799,"{'Pd': 1, 'N': 2}",Puckered
800,800,"{'Os': 2, 'Cl': 6}",Puckered
801,801,"{'Tl': 1, 'As': 1}",Planar
802,802,"{'In': 1, 'P': 1}",Planar
803,803,"{'La': 1, 'Pb': 3}",Planar
804,804,"{'Th': 1, 'Si': 2}",Puckered
805,805,"{'Nd': 1, 'Se': 3}",Planar
806,806,"{'Hg': 1, 'H': 1}",Puckered
807,807,"{'P': 2, 'N': 2}",Puckered
808,808,"{'Ge': 3, 'As': 4}",Puckered
809,809,"{'Zr': 1, 'Cl': 4}",Puckered
810,810,"{'Th': 1, 'Pb': 2}",Puckered
811,811,"{'As': 4, 'C': 3}",Puckered
812,812,"{'Sb': 2, 'Te': 2}",Puckered
813,813,"{'Al': 1, 'S': 1}",Puckered
814,814,"{'Ag': 4, 'Se': 2}",Puckered
815,815,"{'Al': 2, 'O': 3}",Puckered
816,816,"{'Ag': 2, 'Se': 4}",Puckered
817,817,"{'Ce': 2, 'Te': 2}",Puckered
818,818,"{'B': 1, 'S': 1}",Puckered
819,819,"{'Cd': 3, 'Cu': 1}",Planar
820,820,"{'Ag': 4, 'O': 4}",Puckered
821,821,"{'Ba': 2, 'Bi': 1}",Puckered
822,822,"{'Pd': 2, 'I': 4}",Puckered
823,823,"{'Zn': 3, 'Au': 1}",Planar
824,824,"{'Ti': 1, 'Br': 4}",Puckered
825,825,"{'Pt': 3, 'S': 4}",Puckered
826,826,"{'Sn': 2, 'Br': 8}",Puckered
827,827,"{'Ge': 3, 'W': 1}",Planar
828,828,"{'Bi': 1, 'Cl': 3}",Puckered
829,829,"{'Ga': 1, 'Te': 1}",Puckered
830,830,"{'Rb': 2, 'F': 1}",Puckered
831,831,"{'V': 1, 'Te': 2}",Puckered
832,832,"{'Ta': 1, 'Te': 2}",Puckered
833,833,"{'Bi': 2, 'As': 2}",Puckered
834,834,"{'B': 4, 'P': 4}",Planar
835,835,"{'Bi': 4, 'O': 8}",Puckered
836,836,"{'Sr': 2, 'P': 1}",Puckered
837,837,"{'P': 2, 'I': 10}",Puckered
838,838,"{'Sb': 2, 'As': 2}",Puckered
839,839,"{'Tl': 1, 'Te': 1}",Puckered
840,840,"{'As': 10, 'Se': 10}",Puckered
841,841,"{'Bi': 2, 'Sb': 2}",Puckered
842,842,"{'Sn': 3, 'Mo': 1}",Planar
843,843,"{'Hf': 1, 'O': 2}",Puckered
844,844,"{'Si': 1, 'Sn': 1}",Puckered
845,845,"{'Tl': 1, 'S': 1}",Puckered
846,846,"{'Sn': 1, 'Pb': 1}",Puckered
847,847,"{'Pb': 4, 'O': 8}",Puckered
848,848,"{'Bi': 1, 'Br': 3}",Puckered
849,849,"{'I': 10, 'N': 2}",Puckered
850,850,"{'Er': 2, 'S': 6}",Puckered
851,851,"{'Na': 2, 'Br': 1}",Puckered
852,852,"{'B': 1, 'Se': 1}",Puckered
853,853,"{'Mg': 2, 'Bi': 1}",Puckered
854,854,"{'Si': 4, 'Te': 4}",Puckered
855,855,"{'Bi': 4, 'O': 8}",Puckered
856,856,"{'Bi': 2, 'P': 2}",Puckered
857,857,"{'Zn': 12, 'Se': 12}",Puckered
858,858,"{'Pb': 3, 'N': 4}",Puckered
859,859,"{'Pr': 1, 'Te': 3}",Planar
860,860,"{'I': 3, 'N': 1}",Puckered
861,861,"{'Zr': 1, 'Br': 4}",Puckered
862,862,"{'K': 2, 'I': 1}",Puckered
863,863,"{'Mo': 2, 'As': 2}",Puckered
864,864,"{'Sb': 1, 'I': 3}",Puckered
865,865,"{'Te': 10, 'P': 10}",Puckered
866,866,"{'Al': 4, 'As': 4}",Planar
867,867,"{'P': 1, 'Pd': 1}",Planar
868,868,"{'Al': 1, 'Te': 1}",Puckered
869,869,"{'In': 1, 'Se': 1}",Puckered
870,870,"{'Cd': 3, 'As': 1}",Planar
871,871,"{'Ge': 3, 'Bi': 4}",Puckered
872,872,"{'Bi': 12, 'Te': 12}",Puckered
873,873,"{'Pt': 1, 'N': 1}",Planar
874,874,"{'Cd': 3, 'Ag': 1}",Planar
875,875,"{'Bi': 12, 'Au': 2}",Puckered
876,876,"{'Ge': 3, 'Sb': 4}",Puckered
877,877,"{'N': 4, 'O': 6}",Puckered
878,878,"{'Sn': 3, 'Sb': 4}",Puckered
879,879,"{'Sb': 1, 'Pd': 1}",Planar
880,880,"{'Mg': 2, 'Sb': 1}",Puckered
881,881,"{'Lu': 1, 'Bi': 2}",Puckered
882,882,"{'Cd': 3, 'Au': 1}",Planar
883,883,"{'Zr': 1, 'Sb': 2}",Puckered
884,884,"{'Ta': 4, 'O': 8}",Puckered
885,885,"{'Ca': 2, 'Sb': 1}",Puckered
886,886,"{'Pr': 1, 'Se': 3}",Planar
887,887,"{'Au': 2, 'Se': 4}",Puckered
888,888,"{'Y': 2, 'Se': 2}",Puckered
889,889,"{'Rb': 2, 'I': 1}",Puckered
890,890,"{'Te': 4, 'Au': 2}",Puckered
891,891,"{'Te': 2, 'Au': 4}",Puckered
892,892,"{'In': 1, 'S': 1}",Puckered
893,893,"{'Fe': 3, 'Te': 4}",Puckered
894,894,"{'Fe': 6, 'Se': 8}",Puckered
895,895,"{'Te': 8, 'Ru': 4}",Puckered
896,896,"{'Li': 2, 'I': 1}",Puckered
897,897,"{'Sn': 4, 'O': 6}",Puckered
898,898,"{'As': 2, 'Se': 2}",Puckered
899,899,"{'P': 4, 'O': 8}",Puckered
900,900,"{'Se': 2, 'N': 2}",Puckered
901,901,"{'B': 13, 'Sb': 2}",Puckered
902,902,"{'P': 4, 'Pb': 3}",Puckered
903,903,"{'In': 4, 'N': 4}",Planar
904,904,"{'B': 1, 'Te': 1}",Puckered
905,905,"{'Hg': 12, 'Se': 12}",Puckered
906,906,"{'As': 2, 'N': 2}",Puckered
907,907,"{'Ni': 1, 'N': 1}",Planar
908,908,"{'Be': 2, 'Bi': 1}",Puckered
909,909,"{'Sb': 2, 'Se': 2}",Puckered
910,910,"{'Sn': 3, 'W': 1}",Planar
911,911,"{'Er': 2, 'Se': 6}",Puckered
912,912,"{'As': 2, 'P': 2}",Puckered
913,913,"{'Bi': 12, 'Se': 12}",Puckered
914,914,"{'Ga': 4, 'As': 4}",Planar
915,915,"{'Sb': 12, 'Au': 2}",Puckered
916,916,"{'Sr': 2, 'Bi': 1}",Puckered
917,917,"{'Ba': 2, 'P': 1}",Puckered
918,918,"{'K': 2, 'Br': 1}",Puckered
919,919,"{'Sb': 1, 'Cl': 3}",Puckered
920,920,"{'Bi': 2, 'B': 13}",Puckered
921,921,"{'Fe': 6, 'Te': 8}",Puckered
922,922,"{'Ge': 3, 'P': 4}",Puckered
923,923,"{'S': 1, 'O': 3}",Puckered
924,924,"{'Al': 4, 'Bi': 4}",Planar
925,925,"{'Te': 10, 'As': 10}",Puckered
926,926,"{'Sn': 3, 'Bi': 4}",Puckered
927,927,"{'Nb': 2, 'O': 5}",Puckered
928,928,"{'Li': 2, 'Br': 1}",Puckered
929,929,"{'As': 1, 'Pt': 1}",Planar
930,930,"{'Hg': 3, 'P': 1}",Planar
931,931,"{'In': 4, 'P': 4}",Planar
932,932,"{'Mg': 2, 'P': 1}",Puckered
933,933,"{'Na': 2, 'F': 1}",Puckered
934,934,"{'Cr': 2, 'P': 2}",Puckered
935,935,"{'Pb': 3, 'W': 1}",Planar
936,936,"{'Ca': 2, 'As': 1}",Puckered
937,937,"{'Sc': 2, 'Se': 2}",Puckered
938,938,"{'Os': 4, 'Se': 8}",Puckered
939,939,"{'Ga': 4, 'Bi': 4}",Planar
940,940,"{'As': 4, 'O': 8}",Puckered
941,941,"{'Hf': 1, 'Cl': 4}",Puckered
942,942,"{'Hf': 6, 'O': 6}",Puckered
943,943,"{'Sr': 2, 'As': 1}",Puckered
944,944,"{'Ti': 1, 'Cl': 4}",Puckered
945,945,"{'P': 1, 'O': 2}",Puckered
946,946,"{'Si': 3, 'Sb': 4}",Puckered
947,947,"{'Te': 2, 'N': 2}",Puckered
948,948,"{'Hf': 1, 'F': 4}",Puckered
949,949,"{'Cu': 2, 'Te': 4}",Puckered
950,950,"{'Hg': 12, 'S': 12}",Puckered
951,951,"{'Zr': 1, 'O': 2}",Puckered
952,952,"{'P': 1, 'Cl': 3}",Puckered
953,953,"{'Ga': 1, 'S': 1}",Puckered
954,954,"{'Os': 6, 'Se': 8}",Puckered
955,955,"{'Ti': 1, 'I': 4}",Puckered
956,956,"{'Sc': 2, 'S': 2}",Puckered
957,957,"{'As': 1, 'Pd': 1}",Planar
958,958,"{'Ho': 1, 'Bi': 2}",Puckered
959,959,"{'Zn': 12, 'Se': 12}",Puckered
960,960,"{'Te': 2, 'P': 2}",Puckered
961,961,"{'Li': 2, 'Cl': 1}",Puckered
962,962,"{'Ru': 6, 'S': 8}",Puckered
963,963,"{'Ag': 4, 'S': 2}",Puckered
964,964,"{'Ru': 6, 'Se': 8}",Puckered
965,965,"{'Ge': 4, 'O': 8}",Puckered
966,966,"{'Sb': 4, 'Pb': 3}",Puckered
967,967,"{'Pt': 2, 'I': 4}",Puckered
968,968,"{'Ge': 1, 'Pb': 1}",Puckered
969,969,"{'Sb': 12, 'Se': 12}",Puckered
970,970,"{'Te': 4, 'Pd': 3}",Puckered
971,971,"{'As': 1, 'I': 3}",Puckered
972,972,"{'Sn': 3, 'As': 4}",Puckered
973,973,"{'Ag': 4, 'Te': 2}",Puckered
974,974,"{'Tc': 2, 'O': 4}",Puckered
975,975,"{'Ag': 2, 'Te': 4}",Puckered
976,976,"{'Ba': 2, 'N': 1}",Puckered
977,977,"{'Se': 1, 'O': 3}",Puckered
978,978,"{'Si': 3, 'As': 4}",Puckered
979,979,"{'Au': 2, 'S': 4}",Puckered
980,980,"{'Sb': 10, 'Te': 10}",Puckered
981,981,"{'Tc': 4, 'O': 14}",Puckered
982,982,"{'As': 10, 'S': 10}",Puckered
983,983,"{'Te': 2, 'As': 2}",Puckered
984,984,"{'Te': 8, 'Os': 6}",Puckered
985,985,"{'Te': 8, 'Os': 4}",Puckered
986,986,"{'Cu': 4, 'S': 2}",Puckered
987,987,"{'Cd': 3, 'P': 1}",Planar
988,988,"{'Os': 1, 'O': 2}",Puckered
989,989,"{'Ho': 1, 'Se': 1}",Puckered
990,990,"{'Ho': 1, 'Te': 1}",Puckered
991,991,"{'Al': 4, 'Sb': 4}",Planar
992,992,"{'Ta': 1, 'O': 2}",Puckered
993,993,"{'Ce': 2, 'Se': 2}",Puckered
994,994,"{'P': 1, 'Br': 3}",Puckered
995,995,"{'Si': 1, 'Ge': 1}",Puckered
996,996,"{'Si': 3, 'W': 1}",Planar
997,997,"{'Si': 1, 'Pb': 1}",Puckered
998,998,"{'As': 8, 'O': 12}",Puckered
999,999,"{'Bi': 2, 'Te': 2}",Puckered
1000,1000,"{'Au': 4, 'Se': 2}",Puckered
1001,1001,"{'Ni': 1, 'P': 1}",Planar
1002,1002,"{'Ta': 1, 'Te': 2}",Puckered
1003,1003,"{'Pd': 3, 'S': 4}",Puckered
1004,1004,"{'Hf': 1, 'I': 4}",Puckered
1005,1005,"{'In': 2, 'O': 3}",Puckered
1006,1006,"{'Cd': 3, 'Bi': 1}",Planar
1007,1007,"{'B': 4, 'Sb': 4}",Planar
1008,1008,"{'Th': 1, 'C': 2}",Puckered
1009,1009,"{'As': 1, 'O': 2}",Puckered
1010,1010,"{'Cu': 1, 'Hg': 3}",Planar
1011,1011,"{'Ge': 3, 'Mo': 1}",Planar
1012,1012,"{'Mo': 1, 'Pb': 3}",Planar
1013,1013,"{'Au': 4, 'O': 4}",Puckered
1014,1014,"{'Cd': 1, 'H': 1}",Puckered
1015,1015,"{'Hg': 3, 'Bi': 1}",Planar
1016,1016,"{'Y': 2, 'Te': 2}",Puckered
1017,1017,"{'Cr': 1, 'Si': 3}",Planar
1018,1018,"{'Ti': 1, 'F': 4}",Puckered
1019,1019,"{'Ti': 1, 'Te': 2}",Puckered
